kaptCode,kaptName,doroJuso,kaptAddr,경도,위도,비고
A10021295,경희궁의아침4단지,서울특별시 종로구 새문안로3길 23,서울특별시 종로구 내수동 73- 경희궁의아침4단지,126.972440865,37.572630729,도로명(1)
A10021652,경희궁파크팰리스,서울특별시 종로구 사직로8길 20,서울특별시 종로구 내수동 95- 경희궁파크팰리스,126.97059526,37.573936295,도로명(1)
A11007001,경희궁의아침3단지,서울특별시 종로구 사직로8길 34,서울특별시 종로구 내수동 72 경희궁의아침3단지,126.97242548,37.573587575,도로명(1)
A11087101,경희궁의아침2단지,서울특별시 종로구 사직로8길 24,서울특별시 종로구 내수동 71 경희궁의아침2단지,126.971123623,37.573942904,도로명(1)
A11005401,광화문스페이스본 아파트,서울특별시 종로구 사직로8길 4,서울특별시 종로구 신문로2가 1-434 광화문스페이스본 아파트,126.969851861,37.574674044,도로명(1)
A11014001,로얄팰리스스위트,서울특별시 종로구 율곡로2길 7,서울특별시 종로구 수송동 85 로얄팰리스스위트,126.981229064,37.575014084,도로명(1)
A11034001,현대뜨레비앙,서울특별시 종로구 돈화문로11가길 59,서울특별시 종로구 익선동 55 현대뜨레비앙,126.990036165,37.575209641,도로명(1)
A10020992,낙원아파트,서울특별시 종로구 삼일대로 428,서울특별시 종로구 낙원동 288- 낙원아파트,126.988052633,37.572747811,도로명(1)
A11041001,효성주얼리시티아파트,서울특별시 종로구 종로 183,서울특별시 종로구 인의동 48-2 효성주얼리시티아파트,126.998320022,37.571447674,도로명(1)
A10027162,포레스트힐시티,서울특별시 종로구 대학로 33,서울특별시 종로구 효제동 65-2 포레스트힐시티,127.001867896,37.574045296,도로명(1)
A10023586,힐스테이트 창경궁,서울특별시 종로구 율곡로 236,서울특별시 종로구 충신동 60 힐스테이트 창경궁,127.004898601,37.575302276,도로명(1)
A10023741,명륜아남2차아파트,,서울특별시 종로구 명륜2가 236 명륜아남2차아파트,126.99872877190955,37.58607272730024,지번(2)
A11052201,명륜아남1차,서울특별시 종로구 창경궁로 265,서울특별시 종로구 명륜2가 4 명륜아남1차,126.999053446,37.585564953,도로명(1)
A11076701,주상복합아남아파트,서울특별시 종로구 혜화로3길 5,서울특별시 종로구 명륜2가 237 주상복합아남아파트,127.000270837,37.585961281,도로명(1)
A10021626,창신이수아파트,서울특별시 종로구 지봉로 87,서울특별시 종로구 창신동 23-816 창신이수아파트,127.014482827,37.578135443,도로명(1)
A11054101,창신두산,서울특별시 종로구 지봉로5길 7,서울특별시 종로구 창신동 232 창신두산,127.013784654,37.574078573,도로명(1)
A11054301,창신쌍용1단지,서울특별시 종로구 동망산길 19,서울특별시 종로구 창신동 702 창신쌍용1단지,127.014740109,37.580496415,도로명(1)
A11077101,창신쌍용아파트2단지,서울특별시 종로구 낙산길 198,서울특별시 종로구 창신동 703 창신쌍용아파트2단지,127.011641111,37.580718545,도로명(1)
A10024713,숭인상가아파트,서울특별시 종로구 청계천로 391,서울특별시 종로구 숭인동 204-11 숭인상가아파트,127.020500356,37.572085838,도로명(1)
A11055002,종로청계힐스테이트,서울특별시 종로구 숭인동길 21,서울특별시 종로구 숭인동 766 종로청계힐스테이트,127.02127399,37.575369673,도로명(1)
A11087601,롯데캐슬천지인,서울특별시 종로구 종로 347,서울특별시 종로구 숭인동 76 롯데캐슬천지인,127.016087612,37.573556846,도로명(1)
A11087602,종로센트레빌,서울특별시 종로구 동망산길 47,서울특별시 종로구 숭인동 2-1 종로센트레빌,127.015905963,37.580164571,도로명(1)
A10027105,경희궁자이3단지,서울특별시 종로구 경교장길 35,서울특별시 종로구 평동 233 경희궁자이3단지,126.96529426,37.56830905,도로명(1)
A10027118,경희궁자이2단지 아파트,서울특별시 종로구 송월길 99,서울특별시 종로구 홍파동 199 경희궁자이2단지 아파트,126.964152857,37.569206972,도로명(1)
A10026940,경희궁자이4단지주상복합,서울특별시 종로구 송월길 155,서울특별시 종로구 교북동 126 경희궁자이4단지주상복합,126.961542113,37.571394174,도로명(1)
A10026946,경희궁자이1단지(임대아파트),서울특별시 종로구 송월길 130,서울특별시 종로구 행촌동 211 경희궁자이1단지(임대아파트),126.964496478,37.572237074,도로명(1)
A10021355,구기동 청구빌라,서울특별시 종로구 홍지문길 69,서울특별시 종로구 구기동 266- 구기동 청구빌라,126.956942745,37.604656927,도로명(1)
A10024669,동익빌라,서울특별시 종로구 홍지문길 64,서울특별시 종로구 구기동 40 동익빌라,126.957426508,37.604182317,도로명(1)
A10021278,평창동 롯데캐슬로잔,서울특별시 종로구 평창문화로 156,서울특별시 종로구 평창동 108- 평창동 롯데캐슬로잔,126.977535847,37.609825783,도로명(1)
A10021787,금강하이츠빌라,서울특별시 종로구 평창24길 18,서울특별시 종로구 평창동 64-3 금강하이츠빌라,126.975753059,37.608650465,도로명(1)
A10024780,금강주택,서울특별시 종로구 평창12길 8-22,서울특별시 종로구 평창동 170 금강주택,126.968546584,37.607671394,도로명(1)
A11001203,평창삼성,서울특별시 종로구 평창문화로 172,서울특별시 종로구 평창동 596 평창삼성,126.978437881,37.61078454,도로명(1)
A11084601,평창롯데,서울특별시 종로구 평창문화로 140,서울특별시 종로구 평창동 72 평창롯데,126.975881648,37.609405836,도로명(1)
A10025710,경희궁 롯데캐슬아파트,서울특별시 종로구 통일로 230,서울특별시 종로구 무악동 89 경희궁 롯데캐슬아파트,126.958628718,37.574370317,도로명(1)
A10027708,인왕산2차아이파크아파트,서울특별시 종로구 통일로18길 34,서울특별시 종로구 무악동 71-1 인왕산2차아이파크아파트,126.959494423,37.575998255,도로명(1)
A11008001,무악현대임대아파트,서울특별시 종로구 통일로 246-11,서울특별시 종로구 무악동 83 무악현대임대아파트,126.958964339,37.575427743,도로명(1)
A11081302,인왕산아이파크,서울특별시 종로구 통일로18길 9,서울특별시 종로구 무악동 60 인왕산아이파크,126.956409201,37.576614231,도로명(1)
A11081503,무악현대아파트,서울특별시 종로구 통일로 246-20,서울특별시 종로구 무악동 82 무악현대아파트,126.961851699,37.576932246,도로명(1)
A10020414,남대문(양동) 단지,서울특별시 중구 후암로60길 21,서울특별시 중구 남대문로5가 548- 남대문(양동) 단지,126.974459494,37.55492776,도로명(1)
A10088101,남산SK리더스뷰,서울특별시 중구 퇴계로 72,서울특별시 중구 회현동1가 206 남산SK리더스뷰,126.980547246,37.559180003,도로명(1)
A10088102,남산롯데캐슬아이리스,서울특별시 중구 소공로 35,서울특별시 중구 회현동1가 208 남산롯데캐슬아이리스,126.982392689,37.558381359,도로명(1)
A10072501,쌍용남산플래티넘,서울특별시 중구 소공로 46,서울특별시 중구 회현동2가 87 쌍용남산플래티넘,126.983218675,37.5594079,도로명(1)
A10071301,남산센트럴자이,서울특별시 중구 퇴계로 235,서울특별시 중구 충무로4가 306 남산센트럴자이,126.997812936,37.562495415,도로명(1)
A10086301,충무로진양,서울특별시 중구 퇴계로 217,서울특별시 중구 충무로4가 120-3 충무로진양,126.995930313,37.562457165,도로명(1)
A10025223,충무로엘크루메트로시티2,서울특별시 중구 퇴계로49길 14,서울특별시 중구 충무로5가 36-2 충무로엘크루메트로시티2,127.00002266,37.563390056,도로명(1)
A10023352,세운푸르지오헤리시티,서울특별시 중구 마른내로 79,서울특별시 중구 인현동2가 240 세운푸르지오헤리시티,126.996645266,37.564566093,도로명(1)
A10028201,인현신성,서울특별시 중구 마른내로 72,서울특별시 중구 인현동2가 192-30 인현신성,126.99580899,37.563628815,도로명(1)
A10022761,힐스테이트 남산,서울특별시 중구 퇴계로46길 26,서울특별시 중구 묵정동 35 힐스테이트 남산,126.999094491,37.561100686,도로명(1)
A10026849,묵정아파트,서울특별시 중구 서애로1길 34,서울특별시 중구 묵정동 11-67 묵정아파트,127.000020888,37.560695546,도로명(1)
A10024327,오렌지카운티 을지로,서울특별시 중구 동호로33길 15,서울특별시 중구 오장동 145-1 오렌지카운티 을지로,127.001396125,37.565259799,도로명(1)
A10023343,힐스테이트세운센트럴2단지,서울특별시 중구 을지로15길 32,서울특별시 중구 입정동 2-4 힐스테이트세운센트럴2단지,126.994413607,37.56810005,도로명(1)
A10023356,힐스테이트세운센트럴1단지,서울특별시 중구 을지로15길 31,서울특별시 중구 입정동 189-1 힐스테이트세운센트럴1단지,126.993125667,37.56809645,도로명(1)
A10021020,한진그랑빌 ,서울특별시 중구 왕십리로39길 30,서울특별시 중구 신당동 845- 한진그랑빌 ,127.025861024,37.563190879,도로명(1)
A10027495,이수자이 주상복합,,서울특별시 동작구 사당동 147-29 이수자이 주상복합,126.98030315465316,37.48450940148963,지번(2)
A10025372,신당KCC스위첸아파트,서울특별시 중구 난계로 130,서울특별시 중구 신당동 856 신당KCC스위첸아파트,127.024393608,37.562967221,도로명(1)
A10025456,신당 파인힐 하나유보라,서울특별시 중구 왕십리로 407,서울특별시 중구 신당동 171 신당 파인힐 하나유보라,127.025144235,37.56474626,도로명(1)
A10045001,신당푸르지오,서울특별시 중구 다산로36길 110,서울특별시 중구 신당동 850 신당푸르지오,127.019518017,37.558301618,도로명(1)
A10045002,청구e편한세상(분양),서울특별시 중구 청구로 64,서울특별시 중구 신당동 852 청구e편한세상(분양),127.015450666,37.559959916,도로명(1)
A10045301,신당남산타운임대,서울특별시 중구 다산로 32,서울특별시 중구 신당동 844 신당남산타운임대,127.011907637,37.549577191,도로명(1)
A10045302,신당남산타운(분양),서울특별시 중구 다산로 32,서울특별시 중구 신당동 844 신당남산타운(분양),127.011907637,37.549577191,도로명(1)
A10045401,신당삼성임대,서울특별시 중구 청구로1길 23,서울특별시 중구 신당동 843 신당삼성임대,127.017218713,37.557999063,도로명(1)
A10045402,약수하이츠아파트(임대),서울특별시 중구 동호로10길 30,서울특별시 중구 신당동 842 약수하이츠아파트(임대),127.012808771,37.554997816,도로명(1)
A10045403,신당삼성(분양),서울특별시 중구 청구로1길 23,서울특별시 중구 신당동 843 신당삼성(분양),127.017218713,37.557999063,도로명(1)
A10045404,신당약수하이츠,서울특별시 중구 동호로10길 30,서울특별시 중구 신당동 842 신당약수하이츠,127.012808771,37.554997816,도로명(1)
A10045601,신당현대,서울특별시 중구 다산로36길 109,서울특별시 중구 신당동 840 신당현대,127.022970459,37.560504132,도로명(1)
A10078102,파라다이스,서울특별시 중구 다산로42나길 46,서울특별시 중구 신당동 846 파라다이스,127.017281662,37.562395328,도로명(1)
A10078103,청구e편한세상임대,서울특별시 중구 청구로 64,서울특별시 중구 신당동 852-1 청구e편한세상임대,127.015450666,37.559959916,도로명(1)
A10078901,래미안신당하이베르,서울특별시 중구 퇴계로90길 74,서울특별시 중구 신당동 851 래미안신당하이베르,127.021178315,37.561607536,도로명(1)
A10078902,래미안신당하이베르임대,서울특별시 중구 퇴계로90길 74,서울특별시 중구 신당동 851-1 래미안신당하이베르임대,127.021178315,37.561607536,도로명(1)
A10095501,동대문와이즈캐슬,서울특별시 중구 퇴계로75길 7,서울특별시 중구 흥인동 119 동대문와이즈캐슬,127.015438141,37.565761581,도로명(1)
A10095502,청계천두산위브더제니스,서울특별시 중구 다산로46길 17,서울특별시 중구 흥인동 13-1 청계천두산위브더제니스,127.017087534,37.56690808,도로명(1)
A10024801,황학코아루,서울특별시 중구 난계로11길 30,서울특별시 중구 황학동 882 황학코아루,127.022398958,37.566671477,도로명(1)
A10044001,SH황학롯데캐슬베네치아,서울특별시 중구 청계천로 400,서울특별시 중구 황학동 2545 SH황학롯데캐슬베네치아,127.019843132,37.570745415,도로명(1)
A10044002,롯데캐슬베네치아,서울특별시 중구 청계천로 400,서울특별시 중구 황학동 2545 롯데캐슬베네치아,127.019843132,37.570745415,도로명(1)
A10086801,황학아크로타워,서울특별시 중구 퇴계로 447,서울특별시 중구 황학동 2523 황학아크로타워,127.021616119,37.566095038,도로명(1)
A10023548,정동상림원아파트,,서울특별시 중구 정동 15-6 정동상림원아파트,126.97077133435164,37.568313385048995,지번(2)
A10024359,삼정아트테라스정동,서울특별시 중구 서소문로 89-20,서울특별시 중구 정동 37 삼정아트테라스정동,126.972033142,37.563254236,도로명(1)
A10024756,순화동포스코더샵,서울특별시 중구 칠패로 27,서울특별시 중구 순화동 151 순화동포스코더샵,126.971991209,37.560305847,도로명(1)
A10027364,덕수궁롯데캐슬아파트,서울특별시 중구 서소문로9길 28,서울특별시 중구 순화동 217 덕수궁롯데캐슬아파트,126.970042329,37.563707546,도로명(1)
A10023788,더플레이스충정로,서울특별시 중구 중림로 21,서울특별시 중구 중림동 1154 더플레이스충정로,126.966059439,37.558909184,도로명(1)
A10085902,중림삼성래미안아파트,서울특별시 중구 중림로4길 41,서울특별시 중구 중림동 201 중림삼성래미안아파트,126.964388289,37.557282381,도로명(1)
A10085903,중림삼성사이버빌리지,서울특별시 중구 중림로 10,서울특별시 중구 중림동 200 중림삼성사이버빌리지,126.964559807,37.558700452,도로명(1)
A10095301,브라운스톤서울아파트,서울특별시 중구 청파로 464,서울특별시 중구 중림동 355 브라운스톤서울아파트,126.96824332,37.560781726,도로명(1)
A10080701,엘아이지서울역리가,서울특별시 중구 만리재로33길 21,서울특별시 중구 만리동1가 231 엘아이지서울역리가,126.966857117,37.555416405,도로명(1)
A10026517,서울역한라비발디센트럴아파트,서울특별시 중구 만리재로 177,서울특별시 중구 만리동2가 288 서울역한라비발디센트럴아파트,126.965796496,37.554538554,도로명(1)
A10026881,서울역센트럴자이아파트,서울특별시 중구 만리재로 175,서울특별시 중구 만리동2가 273 서울역센트럴자이아파트,126.965023355,37.554299594,도로명(1)
A14019001,후암미주,서울특별시 용산구 후암로 71-1,서울특별시 용산구 후암동 423-1 후암미주,126.976129099,37.552197436,도로명(1)
A10020608,용산 남영역 롯데캐슬 헤리티지,서울특별시 용산구 한강대로71길 47,서울특별시 용산구 갈월동 98-6 용산 남영역 롯데캐슬 헤리티지,126.971697063,37.54130599,도로명(1)
A14070901,동부센트레빌아스테리움서울,서울특별시 용산구 한강대로 372,서울특별시 용산구 동자동 45 동부센트레빌아스테리움서울,126.972912224,37.551631652,도로명(1)
A10020656,어반허브 서울스테이션,서울특별시 용산구 청파로73길 36-7,서울특별시 용산구 서계동 100-1 어반허브 서울스테이션,126.968199628,37.550989518,도로명(1)
A43582406,적성8차,,경기도 군포시 금정동 744 적성8차,126.94035710576485,37.36101611685277,지번(2)
A14070301,리첸시아용산,서울특별시 용산구 백범로 341,서울특별시 용산구 원효로1가 133-3 리첸시아용산,126.967987947,37.537981164,도로명(1)
A14070302,용산더프라임,서울특별시 용산구 원효로90길 11,서울특별시 용산구 원효로1가 41 용산더프라임,126.969732091,37.540400021,도로명(1)
A14006001,신창세방리버하이빌,서울특별시 용산구 효창원로15길 16,서울특별시 용산구 신창동 102 신창세방리버하이빌,126.953804813,37.535714423,도로명(1)
A14004001,한강타운,서울특별시 용산구 새창로8길 157,서울특별시 용산구 산천동 204 한강타운,126.94912675,37.535558219,도로명(1)
A14004002,리버힐삼성아파트,서울특별시 용산구 효창원로 17,서울특별시 용산구 산천동 193 리버힐삼성아파트,126.948731985,37.53526425,도로명(1)
A14076401,산천리버힐제2,서울특별시 용산구 효창원로13길 7,서울특별시 용산구 산천동 194 산천리버힐제2,126.952331995,37.535479011,도로명(1)
A10023464,sk청암대아파트,서울특별시 용산구 삼개로 58,서울특별시 용산구 청암동 64-1 sk청암대아파트,126.947945179,37.535322758,도로명(1)
A14005001,청암자이,서울특별시 용산구 삼개로 60,서울특별시 용산구 청암동 181 청암자이,126.948253171,37.534914054,도로명(1)
A10022232,풍전아파트,서울특별시 용산구 원효로25길 14,서울특별시 용산구 원효로4가 109-4 풍전아파트,126.954244152,37.532826811,도로명(1)
A14085002,원효산호,서울특별시 용산구 원효로 66,서울특별시 용산구 원효로4가 118-16 원효산호,126.949894985,37.532781514,도로명(1)
A14085101,원효로강변삼성스위트,서울특별시 용산구 원효로 40,서울특별시 용산구 원효로4가 178 원효로강변삼성스위트,126.948126238,37.5341022,도로명(1)
A10023858,용산데시앙포레아파트,서울특별시 용산구 효창원로 227,서울특별시 용산구 효창동 288 용산데시앙포레아파트,126.963049379,37.547226485,도로명(1)
A10025533,용산롯데캐슬센터포레아파트,서울특별시 용산구 백범로 313,서울특별시 용산구 효창동 13-2 용산롯데캐슬센터포레아파트,126.963096665,37.539319376,도로명(1)
A10025898,용산kcc스위첸,서울특별시 용산구 백범로 275,서울특별시 용산구 효창동 286 용산kcc스위첸,126.960291559,37.540035588,도로명(1)
A14074101,효창파크푸르지오,서울특별시 용산구 백범로 260,서울특별시 용산구 효창동 274 효창파크푸르지오,126.95915425,37.539682395,도로명(1)
A14074102,효창한신,서울특별시 용산구 백범로45길 9-11,서울특별시 용산구 효창동 5-145 효창한신,126.95721989,37.541274726,도로명(1)
A14007001,도원삼성제2,서울특별시 용산구 새창로8길 7,서울특별시 용산구 도원동 25 도원삼성제2,126.95615312,37.539288565,도로명(1)
A14007002,도원삼성래미안,서울특별시 용산구 새창로 70,서울특별시 용산구 도원동 23 도원삼성래미안,126.95666512,37.539129901,도로명(1)
A14083101,브라운스톤용산,서울특별시 용산구 효창원로 88,서울특별시 용산구 용문동 90 브라운스톤용산,126.959125279,37.536630578,도로명(1)
A10026183,용산지오베르크,서울특별시 용산구 백범로 346,서울특별시 용산구 문배동 17-1 용산지오베르크,126.967297656,37.537407066,도로명(1)
A10027901,용산 KCC 웰츠타워,서울특별시 용산구 백범로90길 90,서울특별시 용산구 문배동 11-10 용산 KCC 웰츠타워,126.968950533,37.537778874,도로명(1)
A14010001,용산아크로타워,서울특별시 용산구 백범로90길 26,서울특별시 용산구 문배동 24-21 용산아크로타워,126.968740112,37.536920041,도로명(1)
A14010002,이안용산프리미어,서울특별시 용산구 청파로 213,서울특별시 용산구 문배동 3-3 이안용산프리미어,126.970377526,37.538601244,도로명(1)
A14010003,용산CJ나인파크,서울특별시 용산구 백범로90다길 12,서울특별시 용산구 문배동 24-6 용산CJ나인파크,126.969212732,37.536352323,도로명(1)
A14009001,용산e편한세상,서울특별시 용산구 원효로 216,서울특별시 용산구 신계동 48 용산e편한세상,126.967259366,37.534765776,도로명(1)
A14001101,대우월드마크용산,서울특별시 용산구 한강대로 211,서울특별시 용산구 한강로1가 64 대우월드마크용산,126.973062916,37.537187646,도로명(1)
